Time [min],Reflectance_590,PulseNumber
146.60590,874.00000,438.0
146.94062,874.00000,439.0
147.27533,874.00000,440.0
147.61005,875.00000,441.0
147.94477,871.00000,442.0
148.27948,876.00000,443.0
148.61420,878.00000,444.0
148.94892,875.00000,445.0
149.28363,878.00000,446.0
149.61835,874.00000,447.0
149.95307,874.00000,448.0
150.28778,877.00000,449.0
150.62250,876.00000,450.0
150.95722,870.00000,451.0
151.29193,878.00000,452.0
151.62665,876.00000,453.0
151.96137,879.00000,454.0
152.29608,875.00000,455.0
152.63080,874.00000,456.0
152.96552,877.00000,457.0
153.30023,877.00000,458.0
153.63495,871.00000,459.0
153.96967,874.00000,460.0
154.30438,876.00000,461.0
154.63910,875.00000,462.0
154.97382,877.00000,463.0
155.30853,880.00000,464.0
155.64325,874.00000,465.0
155.97797,878.00000,466.0
156.31268,877.00000,467.0
156.64740,876.00000,468.0
156.98212,878.00000,469.0
157.31683,874.00000,470.0
157.65155,878.00000,471.0
157.98627,874.00000,472.0
158.32098,873.00000,473.0
158.65570,874.00000,474.0
158.99042,877.00000,475.0
159.32513,878.00000,476.0
159.65985,881.00000,477.0
159.99457,876.00000,478.0
160.32928,877.00000,479.0
160.66400,876.00000,480.0
160.99872,876.00000,481.0
161.33343,877.00000,482.0
161.66815,876.00000,483.0
162.00287,875.00000,484.0
162.33758,874.00000,485.0
162.67230,874.00000,486.0
163.00702,875.00000,487.0
163.34173,878.00000,488.0
163.67645,878.00000,489.0
164.01117,877.00000,490.0
164.34588,878.00000,491.0
164.68060,870.00000,492.0
165.01532,873.00000,493.0
165.35003,876.00000,494.0
165.68475,874.00000,495.0
166.01947,880.00000,496.0
166.35418,872.00000,497.0
166.68890,876.00000,498.0
167.02362,879.00000,499.0
167.35833,879.00000,500.0
167.69305,878.00000,501.0
168.02777,874.00000,502.0
168.36248,880.00000,503.0
168.69720,879.00000,504.0
169.03192,881.00000,505.0
169.36663,878.00000,506.0
169.70135,874.00000,507.0
170.03607,878.00000,508.0
170.37078,874.00000,509.0
170.70550,877.00000,510.0
171.04022,878.00000,511.0
171.37493,876.00000,512.0
171.70965,878.00000,513.0
172.04437,883.00000,514.0
172.37908,878.00000,515.0
172.71380,878.00000,516.0
173.04852,880.00000,517.0
173.38323,880.00000,518.0
173.71795,875.00000,519.0
174.05267,875.00000,520.0
174.38738,875.00000,521.0
174.72210,875.00000,522.0
175.05682,878.00000,523.0
